CUSTOMER_ID,AGE_GROUP,GENDER,INCOME_BRACKET,OCCUPATION,EDUCATION_LEVEL,CITY,STATE,OWNERSHIP_DURATION_MONTHS,FIRST_TIME_BUYER
749,18-25,Male,>50L,Retired,Doctorate,Delhi,West Bengal,4,No
750,55+,Female,10-20L,Business Owner,High School,Chennai,Telangana,48,No
751,26-35,Other,10-20L,Freelancer,High School,Mumbai,Rajasthan,35,Yes
752,26-35,Male,5-10L,Business Owner,Graduate,Hyderabad,Uttar Pradesh,57,No
753,55+,Male,5-10L,Professional,Doctorate,Delhi,Punjab,31,No
754,18-25,Female,20-50L,Salaried,Graduate,Mumbai,Delhi,51,No
755,18-25,Female,10-20L,Professional,Doctorate,Mumbai,Punjab,48,Yes
756,26-35,Male,<5L,Business Owner,Post-Graduate,Delhi,Gujarat,34,No
757,36-45,Other,5-10L,Business Owner,High School,Bangalore,Delhi,17,Yes
758,46-55,Female,5-10L,Freelancer,Doctorate,Delhi,Delhi,60,No
759,55+,Male,10-20L,Student,Doctorate,Mumbai,Tamil Nadu,16,Yes
760,26-35,Female,20-50L,Business Owner,High School,Hyderabad,Rajasthan,9,No
761,26-35,Other,20-50L,Student,Graduate,Delhi,Telangana,4,Yes
762,46-55,Female,<5L,Professional,Post-Graduate,Hyderabad,Telangana,30,No
763,18-25,Other,10-20L,Freelancer,Doctorate,Bangalore,Uttar Pradesh,59,Yes
764,18-25,Other,>50L,Business Owner,High School,Chennai,Maharashtra,21,No
765,36-45,Other,10-20L,Freelancer,Doctorate,Mumbai,Maharashtra,49,Yes
766,26-35,Female,10-20L,Student,Doctorate,Delhi,Maharashtra,42,No
767,55+,Other,10-20L,Professional,Post-Graduate,Delhi,Gujarat,9,Yes
768,18-25,Male,10-20L,Freelancer,Graduate,Bangalore,Tamil Nadu,17,Yes
769,26-35,Male,<5L,Business Owner,Doctorate,Bangalore,Tamil Nadu,4,Yes
770,36-45,Male,10-20L,Retired,High School,Chennai,Delhi,58,Yes
771,46-55,Female,>50L,Salaried,Doctorate,Mumbai,Delhi,50,Yes
772,46-55,Male,5-10L,Student,Post-Graduate,Bangalore,Uttar Pradesh,3,No
773,18-25,Female,<5L,Freelancer,Graduate,Mumbai,Telangana,23,Yes
774,55+,Other,5-10L,Student,Graduate,Bangalore,Maharashtra,13,No
775,36-45,Female,<5L,Salaried,High School,Delhi,Rajasthan,31,Yes
776,36-45,Male,5-10L,Retired,High School,Bangalore,Tamil Nadu,3,No
777,26-35,Other,10-20L,Freelancer,Graduate,Chennai,West Bengal,19,No
778,55+,Male,<5L,Freelancer,Graduate,Chennai,Delhi,21,Yes
779,55+,Other,10-20L,Student,Doctorate,Bangalore,Delhi,41,No
780,26-35,Other,>50L,Business Owner,High School,Bangalore,Gujarat,14,Yes
781,55+,Female,5-10L,Professional,Graduate,Mumbai,Telangana,4,No
782,26-35,Female,10-20L,Retired,High School,Hyderabad,Rajasthan,44,No
783,26-35,Female,<5L,Retired,Post-Graduate,Hyderabad,West Bengal,34,No
784,46-55,Male,10-20L,Freelancer,Graduate,Delhi,West Bengal,20,Yes
785,18-25,Other,20-50L,Business Owner,High School,Hyderabad,Uttar Pradesh,22,Yes
786,26-35,Other,5-10L,Salaried,Doctorate,Chennai,West Bengal,43,No
787,26-35,Female,>50L,Business Owner,Doctorate,Mumbai,Delhi,19,Yes
788,55+,Female,10-20L,Professional,Graduate,Mumbai,Gujarat,31,No
789,36-45,Male,>50L,Retired,High School,Hyderabad,Gujarat,60,Yes
790,36-45,Female,>50L,Freelancer,Graduate,Hyderabad,Karnataka,30,Yes
791,46-55,Male,20-50L,Retired,Graduate,Delhi,Rajasthan,11,No
792,46-55,Male,<5L,Retired,Doctorate,Bangalore,Maharashtra,15,No
793,46-55,Female,<5L,Freelancer,Graduate,Delhi,Gujarat,6,No
794,36-45,Other,<5L,Freelancer,Doctorate,Delhi,Telangana,42,No
795,18-25,Male,20-50L,Business Owner,Graduate,Delhi,Gujarat,60,Yes
796,55+,Male,10-20L,Salaried,Post-Graduate,Chennai,Punjab,58,No
797,26-35,Female,10-20L,Salaried,Graduate,Bangalore,Rajasthan,40,Yes
798,55+,Female,10-20L,Professional,Post-Graduate,Chennai,West Bengal,57,No
799,55+,Female,10-20L,Salaried,Post-Graduate,Delhi,Tamil Nadu,5,No
800,36-45,Other,20-50L,Professional,Doctorate,Hyderabad,West Bengal,35,No
801,18-25,Other,20-50L,Professional,Graduate,Hyderabad,Karnataka,49,No
802,36-45,Other,5-10L,Student,Graduate,Chennai,Delhi,59,Yes
803,46-55,Other,5-10L,Student,Post-Graduate,Mumbai,Maharashtra,50,Yes
804,18-25,Other,<5L,Business Owner,Graduate,Bangalore,Maharashtra,33,Yes
805,36-45,Male,10-20L,Business Owner,Doctorate,Hyderabad,Maharashtra,6,No
806,55+,Other,>50L,Business Owner,Post-Graduate,Bangalore,Telangana,40,No
807,26-35,Male,<5L,Student,Doctorate,Mumbai,Rajasthan,40,No
808,55+,Other,10-20L,Student,Doctorate,Chennai,Tamil Nadu,40,No
809,46-55,Other,5-10L,Professional,Doctorate,Delhi,Rajasthan,18,No
810,18-25,Male,<5L,Retired,Graduate,Hyderabad,Uttar Pradesh,36,No
811,18-25,Male,>50L,Freelancer,Post-Graduate,Mumbai,Uttar Pradesh,50,No
812,36-45,Other,10-20L,Business Owner,Post-Graduate,Bangalore,Delhi,35,Yes
813,26-35,Other,>50L,Salaried,Graduate,Mumbai,Uttar Pradesh,31,No
814,36-45,Male,10-20L,Retired,Graduate,Chennai,Karnataka,29,Yes
815,55+,Female,20-50L,Student,Post-Graduate,Bangalore,Karnataka,3,Yes
816,55+,Male,5-10L,Business Owner,High School,Hyderabad,Karnataka,52,Yes
817,55+,Other,10-20L,Freelancer,Graduate,Mumbai,Punjab,47,Yes
818,55+,Female,20-50L,Business Owner,High School,Delhi,West Bengal,5,Yes
819,55+,Male,10-20L,Business Owner,Graduate,Hyderabad,Karnataka,46,No
820,55+,Female,>50L,Student,Doctorate,Bangalore,Punjab,12,No
821,46-55,Other,<5L,Freelancer,Graduate,Chennai,Gujarat,59,Yes
822,55+,Female,<5L,Professional,Post-Graduate,Hyderabad,Uttar Pradesh,12,No
823,36-45,Male,10-20L,Salaried,Doctorate,Hyderabad,West Bengal,27,Yes
824,46-55,Male,10-20L,Student,Doctorate,Bangalore,Karnataka,49,Yes
825,18-25,Other,<5L,Professional,Doctorate,Mumbai,Uttar Pradesh,33,Yes
826,18-25,Male,<5L,Retired,Post-Graduate,Chennai,Gujarat,57,Yes
827,36-45,Female,5-10L,Business Owner,Doctorate,Delhi,Rajasthan,56,Yes
828,18-25,Male,10-20L,Student,Post-Graduate,Mumbai,Telangana,4,No
829,36-45,Female,<5L,Student,Graduate,Chennai,Rajasthan,41,Yes
830,55+,Female,>50L,Professional,Doctorate,Hyderabad,Karnataka,27,Yes
831,26-35,Female,20-50L,Business Owner,Doctorate,Mumbai,Tamil Nadu,20,No
832,55+,Female,>50L,Professional,High School,Hyderabad,Tamil Nadu,38,No
833,26-35,Other,20-50L,Student,High School,Hyderabad,Telangana,29,No
834,55+,Other,10-20L,Retired,High School,Delhi,Delhi,60,Yes
835,26-35,Female,5-10L,Business Owner,High School,Bangalore,Gujarat,47,No
836,46-55,Other,>50L,Salaried,High School,Delhi,West Bengal,41,Yes
837,55+,Female,>50L,Student,Post-Graduate,Hyderabad,Tamil Nadu,17,Yes
838,46-55,Male,20-50L,Professional,Post-Graduate,Hyderabad,West Bengal,34,No
839,46-55,Male,20-50L,Student,Graduate,Bangalore,Punjab,8,No
840,36-45,Female,20-50L,Retired,Post-Graduate,Chennai,Uttar Pradesh,37,No
841,55+,Other,20-50L,Salaried,Doctorate,Mumbai,Rajasthan,15,No
842,46-55,Male,20-50L,Retired,High School,Delhi,Gujarat,38,Yes
843,46-55,Female,<5L,Salaried,Graduate,Delhi,Rajasthan,51,Yes
844,26-35,Male,5-10L,Business Owner,Doctorate,Mumbai,West Bengal,38,Yes
845,55+,Male,<5L,Student,Doctorate,Chennai,Maharashtra,38,Yes
846,46-55,Other,>50L,Business Owner,Graduate,Delhi,Telangana,3,No
847,26-35,Male,10-20L,Freelancer,High School,Chennai,Uttar Pradesh,28,No
848,18-25,Female,>50L,Business Owner,Post-Graduate,Chennai,Punjab,59,Yes
849,18-25,Other,>50L,Freelancer,High School,Mumbai,Delhi,16,No
850,55+,Other,<5L,Professional,Post-Graduate,Chennai,Delhi,32,Yes
851,36-45,Male,<5L,Student,Doctorate,Delhi,West Bengal,16,Yes
852,55+,Female,20-50L,Student,Doctorate,Mumbai,Uttar Pradesh,20,Yes
853,18-25,Male,20-50L,Retired,Post-Graduate,Chennai,Karnataka,20,No
854,18-25,Other,<5L,Retired,Post-Graduate,Bangalore,Telangana,14,Yes
855,18-25,Other,10-20L,Retired,High School,Delhi,Tamil Nadu,28,No
856,46-55,Other,10-20L,Salaried,Doctorate,Mumbai,Gujarat,10,No
857,18-25,Other,<5L,Retired,High School,Bangalore,West Bengal,48,Yes
858,36-45,Female,>50L,Business Owner,Post-Graduate,Bangalore,Karnataka,52,Yes
859,55+,Male,>50L,Retired,Doctorate,Hyderabad,West Bengal,29,Yes
860,36-45,Other,<5L,Business Owner,High School,Mumbai,Tamil Nadu,40,No
861,46-55,Female,10-20L,Retired,Post-Graduate,Bangalore,Maharashtra,34,Yes
862,26-35,Female,>50L,Freelancer,Post-Graduate,Delhi,Tamil Nadu,7,Yes
863,26-35,Other,10-20L,Professional,Post-Graduate,Hyderabad,Tamil Nadu,4,No
864,18-25,Female,10-20L,Retired,High School,Bangalore,West Bengal,51,No
865,26-35,Male,20-50L,Freelancer,High School,Chennai,Gujarat,45,Yes
866,46-55,Female,5-10L,Student,High School,Bangalore,Rajasthan,43,No
867,18-25,Other,10-20L,Retired,Doctorate,Mumbai,Uttar Pradesh,32,Yes
868,36-45,Female,10-20L,Business Owner,Post-Graduate,Delhi,Rajasthan,28,No
869,36-45,Male,10-20L,Retired,Doctorate,Delhi,Tamil Nadu,30,Yes
870,18-25,Other,10-20L,Business Owner,Doctorate,Hyderabad,Punjab,20,Yes
871,18-25,Other,>50L,Professional,High School,Hyderabad,West Bengal,46,No
872,36-45,Female,<5L,Freelancer,Graduate,Mumbai,Maharashtra,55,No
873,36-45,Female,<5L,Salaried,Doctorate,Bangalore,Tamil Nadu,1,Yes
874,55+,Male,20-50L,Retired,Post-Graduate,Hyderabad,Delhi,27,No
875,26-35,Male,5-10L,Salaried,High School,Bangalore,Rajasthan,19,No
876,36-45,Other,10-20L,Salaried,Post-Graduate,Chennai,Punjab,14,No
877,36-45,Male,>50L,Professional,Graduate,Hyderabad,Punjab,2,No
878,55+,Female,>50L,Student,Post-Graduate,Delhi,West Bengal,2,No
879,26-35,Other,>50L,Professional,High School,Mumbai,Gujarat,33,Yes
880,26-35,Other,>50L,Professional,Graduate,Chennai,Maharashtra,7,No
881,46-55,Other,20-50L,Professional,Graduate,Mumbai,Uttar Pradesh,23,No
882,55+,Male,>50L,Salaried,Post-Graduate,Chennai,Karnataka,43,No
883,26-35,Female,5-10L,Retired,Doctorate,Chennai,Punjab,32,Yes
884,46-55,Other,20-50L,Freelancer,Graduate,Bangalore,Punjab,7,Yes
885,55+,Male,10-20L,Salaried,Graduate,Mumbai,Telangana,14,No
886,18-25,Male,10-20L,Student,Doctorate,Delhi,Punjab,14,Yes
887,36-45,Other,<5L,Retired,Post-Graduate,Chennai,West Bengal,13,Yes
888,26-35,Female,20-50L,Professional,Doctorate,Bangalore,Delhi,12,Yes
889,46-55,Male,>50L,Salaried,Doctorate,Delhi,Telangana,18,Yes
890,18-25,Male,<5L,Business Owner,Doctorate,Mumbai,Gujarat,60,No
891,46-55,Male,20-50L,Business Owner,Post-Graduate,Bangalore,Punjab,52,Yes
892,55+,Female,>50L,Business Owner,Graduate,Delhi,Maharashtra,58,No
893,18-25,Male,5-10L,Business Owner,Post-Graduate,Chennai,Uttar Pradesh,50,Yes
894,46-55,Male,10-20L,Retired,High School,Chennai,West Bengal,9,No
895,26-35,Other,>50L,Business Owner,High School,Bangalore,Gujarat,38,Yes
896,36-45,Female,10-20L,Salaried,Graduate,Hyderabad,Gujarat,40,No
897,26-35,Other,20-50L,Student,Graduate,Hyderabad,Telangana,57,Yes
898,18-25,Male,10-20L,Freelancer,Post-Graduate,Hyderabad,Delhi,21,Yes
899,36-45,Female,20-50L,Salaried,Doctorate,Bangalore,Tamil Nadu,31,No
900,46-55,Other,10-20L,Professional,Doctorate,Mumbai,Delhi,14,Yes
901,46-55,Female,10-20L,Business Owner,Post-Graduate,Mumbai,West Bengal,38,Yes
902,18-25,Female,>50L,Retired,High School,Chennai,West Bengal,34,Yes
903,26-35,Female,20-50L,Freelancer,High School,Bangalore,Punjab,17,No
904,36-45,Male,<5L,Freelancer,Post-Graduate,Mumbai,Uttar Pradesh,10,Yes
905,55+,Female,<5L,Business Owner,Graduate,Delhi,Karnataka,37,No
906,26-35,Female,>50L,Retired,Post-Graduate,Bangalore,Tamil Nadu,13,No
907,36-45,Other,10-20L,Professional,Doctorate,Hyderabad,Punjab,40,Yes
908,46-55,Other,5-10L,Freelancer,Doctorate,Bangalore,Rajasthan,20,No
909,46-55,Other,5-10L,Retired,Graduate,Mumbai,Gujarat,16,No
910,36-45,Other,>50L,Retired,High School,Chennai,Gujarat,17,No
911,55+,Other,<5L,Business Owner,High School,Bangalore,Tamil Nadu,14,Yes
912,55+,Female,20-50L,Business Owner,Graduate,Delhi,Tamil Nadu,32,No
913,36-45,Male,5-10L,Retired,Post-Graduate,Mumbai,Karnataka,47,Yes
914,18-25,Female,<5L,Business Owner,Post-Graduate,Hyderabad,Punjab,29,Yes
915,18-25,Male,10-20L,Retired,High School,Hyderabad,Tamil Nadu,36,No
916,46-55,Male,<5L,Retired,Graduate,Chennai,Karnataka,60,No
917,18-25,Male,10-20L,Professional,Graduate,Mumbai,Delhi,49,No
918,26-35,Female,5-10L,Student,Graduate,Bangalore,Rajasthan,53,Yes
919,36-45,Other,20-50L,Salaried,High School,Chennai,Delhi,32,No
920,55+,Female,20-50L,Retired,High School,Chennai,Karnataka,32,No
921,26-35,Female,>50L,Business Owner,Graduate,Mumbai,Telangana,55,Yes
922,26-35,Other,5-10L,Professional,Doctorate,Bangalore,Maharashtra,45,No
923,46-55,Male,<5L,Student,Post-Graduate,Hyderabad,Delhi,30,No
924,55+,Other,10-20L,Professional,Post-Graduate,Chennai,Punjab,38,Yes
925,26-35,Other,20-50L,Freelancer,Post-Graduate,Delhi,Punjab,47,No
926,46-55,Male,20-50L,Professional,High School,Hyderabad,Karnataka,4,No
927,46-55,Other,20-50L,Student,Graduate,Hyderabad,Telangana,51,Yes
928,26-35,Female,5-10L,Student,Doctorate,Chennai,Uttar Pradesh,13,No
929,36-45,Other,5-10L,Freelancer,Post-Graduate,Mumbai,Delhi,15,No
930,55+,Male,20-50L,Professional,High School,Chennai,Maharashtra,50,Yes
931,36-45,Male,<5L,Freelancer,Doctorate,Hyderabad,West Bengal,44,Yes
932,26-35,Male,20-50L,Salaried,Doctorate,Delhi,Gujarat,54,Yes
933,46-55,Male,>50L,Retired,Post-Graduate,Hyderabad,Gujarat,34,Yes
934,55+,Other,5-10L,Salaried,Graduate,Delhi,West Bengal,39,Yes
935,36-45,Male,20-50L,Retired,Post-Graduate,Mumbai,Uttar Pradesh,33,Yes
936,18-25,Female,<5L,Salaried,Graduate,Delhi,Rajasthan,54,Yes
937,46-55,Other,<5L,Professional,High School,Hyderabad,Delhi,16,Yes
938,46-55,Female,20-50L,Student,Doctorate,Hyderabad,Punjab,8,Yes
939,46-55,Male,10-20L,Student,Graduate,Hyderabad,Karnataka,52,No
940,26-35,Other,10-20L,Student,High School,Bangalore,West Bengal,57,No
941,55+,Male,5-10L,Business Owner,Post-Graduate,Bangalore,Rajasthan,24,No
942,46-55,Other,5-10L,Business Owner,Doctorate,Delhi,Rajasthan,42,Yes
943,36-45,Other,20-50L,Freelancer,High School,Chennai,Telangana,36,No
944,26-35,Female,>50L,Salaried,Doctorate,Delhi,Punjab,29,Yes
945,46-55,Other,>50L,Business Owner,Doctorate,Delhi,Rajasthan,47,No
946,46-55,Female,10-20L,Professional,High School,Mumbai,West Bengal,46,Yes
947,26-35,Male,>50L,Freelancer,Doctorate,Chennai,Uttar Pradesh,30,No
948,36-45,Female,10-20L,Professional,Doctorate,Chennai,Gujarat,8,Yes
949,26-35,Female,5-10L,Salaried,Post-Graduate,Bangalore,Uttar Pradesh,34,Yes
950,55+,Male,5-10L,Professional,Post-Graduate,Hyderabad,Tamil Nadu,34,Yes
951,55+,Female,20-50L,Retired,High School,Chennai,Tamil Nadu,11,No
952,18-25,Other,>50L,Business Owner,High School,Bangalore,Gujarat,14,No
953,18-25,Male,20-50L,Freelancer,High School,Chennai,Karnataka,59,No
954,36-45,Other,20-50L,Retired,Graduate,Mumbai,Punjab,11,No
955,26-35,Female,20-50L,Professional,Graduate,Mumbai,Punjab,36,Yes
956,18-25,Other,<5L,Business Owner,High School,Mumbai,Karnataka,16,No
957,55+,Male,>50L,Student,High School,Mumbai,Karnataka,10,No
958,36-45,Female,>50L,Salaried,Graduate,Mumbai,West Bengal,40,Yes
959,26-35,Male,5-10L,Retired,Graduate,Delhi,Rajasthan,23,Yes
960,26-35,Other,10-20L,Freelancer,Doctorate,Mumbai,Maharashtra,25,Yes
961,46-55,Other,10-20L,Salaried,Post-Graduate,Bangalore,Uttar Pradesh,22,Yes
962,46-55,Male,>50L,Retired,Graduate,Bangalore,Punjab,35,Yes
963,18-25,Male,>50L,Student,Doctorate,Hyderabad,West Bengal,5,No
964,18-25,Other,<5L,Salaried,Doctorate,Chennai,Maharashtra,19,Yes
965,36-45,Other,20-50L,Salaried,Post-Graduate,Chennai,Punjab,34,Yes
966,26-35,Female,10-20L,Retired,Graduate,Delhi,Uttar Pradesh,26,Yes
967,18-25,Other,<5L,Professional,High School,Hyderabad,West Bengal,50,Yes
968,55+,Female,10-20L,Student,High School,Delhi,Maharashtra,47,No
969,55+,Other,>50L,Retired,Doctorate,Hyderabad,Uttar Pradesh,59,Yes
970,46-55,Male,>50L,Salaried,Post-Graduate,Hyderabad,Maharashtra,1,Yes
971,46-55,Female,<5L,Salaried,Graduate,Bangalore,Punjab,36,Yes
972,55+,Male,10-20L,Business Owner,Graduate,Chennai,Gujarat,45,Yes
973,26-35,Female,10-20L,Professional,High School,Mumbai,Uttar Pradesh,3,No
974,18-25,Male,20-50L,Business Owner,Graduate,Bangalore,Delhi,18,Yes
975,26-35,Female,<5L,Business Owner,High School,Bangalore,Gujarat,34,Yes
976,55+,Female,20-50L,Business Owner,Post-Graduate,Mumbai,Rajasthan,38,No
977,36-45,Other,5-10L,Student,Doctorate,Delhi,Maharashtra,47,No
978,55+,Other,<5L,Student,Post-Graduate,Hyderabad,Gujarat,17,No
979,36-45,Female,<5L,Salaried,Graduate,Bangalore,Telangana,58,Yes
980,46-55,Female,5-10L,Retired,High School,Hyderabad,Karnataka,30,No
981,46-55,Male,10-20L,Salaried,High School,Chennai,Gujarat,11,Yes
982,26-35,Male,>50L,Salaried,High School,Chennai,Telangana,26,No
983,55+,Female,20-50L,Professional,Post-Graduate,Chennai,Delhi,42,Yes
984,55+,Male,10-20L,Business Owner,Post-Graduate,Chennai,Tamil Nadu,58,No
985,26-35,Female,<5L,Student,Doctorate,Mumbai,Delhi,32,No
986,18-25,Other,5-10L,Professional,High School,Chennai,West Bengal,55,Yes
987,55+,Male,<5L,Salaried,Graduate,Hyderabad,Punjab,37,Yes
988,55+,Other,<5L,Retired,Doctorate,Bangalore,West Bengal,19,No
989,18-25,Male,10-20L,Freelancer,Doctorate,Hyderabad,Maharashtra,54,No
990,26-35,Male,>50L,Professional,High School,Bangalore,Maharashtra,41,No
991,46-55,Female,20-50L,Business Owner,High School,Delhi,Telangana,44,Yes
992,36-45,Female,>50L,Professional,Post-Graduate,Delhi,Rajasthan,3,Yes
993,46-55,Other,5-10L,Freelancer,Graduate,Delhi,West Bengal,58,Yes
994,46-55,Female,10-20L,Freelancer,Post-Graduate,Chennai,Punjab,30,No
995,26-35,Female,>50L,Salaried,High School,Delhi,Maharashtra,48,No
996,55+,Male,20-50L,Salaried,Graduate,Chennai,Telangana,9,No
997,26-35,Other,>50L,Retired,Doctorate,Bangalore,Rajasthan,19,Yes
998,36-45,Other,10-20L,Retired,High School,Chennai,Telangana,32,No
999,46-55,Other,20-50L,Business Owner,High School,Hyderabad,Punjab,50,No
1000,26-35,Female,10-20L,Business Owner,Graduate,Hyderabad,Gujarat,49,No
1001,26-35,Other,10-20L,Business Owner,Graduate,Delhi,Delhi,46,No
1002,55+,Other,20-50L,Freelancer,Graduate,Delhi,Telangana,31,No
1003,55+,Male,>50L,Retired,Graduate,Mumbai,Tamil Nadu,26,Yes
1004,55+,Other,<5L,Retired,Post-Graduate,Mumbai,Tamil Nadu,39,No
1005,18-25,Female,<5L,Student,High School,Delhi,Karnataka,18,No
1006,36-45,Male,5-10L,Professional,Post-Graduate,Mumbai,Maharashtra,30,Yes
1007,36-45,Male,>50L,Retired,Post-Graduate,Hyderabad,Gujarat,53,No
1008,55+,Male,20-50L,Student,Graduate,Delhi,Telangana,26,Yes
1009,55+,Female,<5L,Professional,Graduate,Hyderabad,Rajasthan,49,No
1010,46-55,Female,10-20L,Professional,Graduate,Mumbai,West Bengal,55,Yes
1011,36-45,Other,10-20L,Professional,Graduate,Delhi,Karnataka,60,Yes
1012,26-35,Other,20-50L,Business Owner,Graduate,Mumbai,Punjab,1,No
1013,46-55,Male,>50L,Retired,Post-Graduate,Chennai,Uttar Pradesh,8,No
1014,36-45,Other,<5L,Business Owner,Doctorate,Hyderabad,Maharashtra,2,Yes
1015,26-35,Other,10-20L,Retired,High School,Bangalore,Uttar Pradesh,19,Yes
1016,46-55,Male,20-50L,Professional,Doctorate,Bangalore,Tamil Nadu,23,No
1017,36-45,Female,20-50L,Freelancer,Doctorate,Mumbai,Maharashtra,55,Yes
1018,55+,Other,<5L,Freelancer,Post-Graduate,Mumbai,Tamil Nadu,8,Yes
1019,55+,Other,<5L,Student,High School,Bangalore,Punjab,9,No
1020,46-55,Female,>50L,Professional,High School,Chennai,Tamil Nadu,38,No
1021,46-55,Female,20-50L,Salaried,Post-Graduate,Bangalore,Delhi,18,No
1022,18-25,Other,20-50L,Retired,High School,Delhi,Delhi,7,Yes
1023,26-35,Female,5-10L,Professional,Post-Graduate,Mumbai,Delhi,13,No
1024,18-25,Male,>50L,Student,Graduate,Hyderabad,Uttar Pradesh,6,Yes
1025,46-55,Male,>50L,Business Owner,Doctorate,Delhi,Gujarat,33,No
1026,18-25,Other,<5L,Retired,High School,Chennai,Gujarat,55,Yes
1027,26-35,Male,<5L,Business Owner,High School,Hyderabad,Gujarat,46,Yes
1028,46-55,Female,<5L,Student,High School,Hyderabad,Telangana,25,Yes
1029,26-35,Female,5-10L,Freelancer,Post-Graduate,Delhi,Telangana,29,No
1030,46-55,Female,10-20L,Retired,Post-Graduate,Mumbai,Delhi,19,Yes
1031,18-25,Male,>50L,Salaried,Graduate,Chennai,Gujarat,48,No
1032,18-25,Other,10-20L,Professional,Graduate,Chennai,Uttar Pradesh,29,Yes
1033,46-55,Male,20-50L,Retired,Graduate,Hyderabad,Karnataka,27,Yes
1034,55+,Female,20-50L,Student,High School,Chennai,Karnataka,12,No
1035,26-35,Other,>50L,Professional,High School,Mumbai,Tamil Nadu,41,No
1036,26-35,Male,5-10L,Student,Post-Graduate,Hyderabad,Maharashtra,45,No
1037,36-45,Female,20-50L,Student,Graduate,Chennai,Delhi,16,No
1038,26-35,Other,10-20L,Salaried,Post-Graduate,Mumbai,Gujarat,45,No
1039,18-25,Other,>50L,Retired,Graduate,Chennai,Maharashtra,41,No
1040,55+,Other,>50L,Retired,High School,Delhi,Tamil Nadu,5,No
1041,55+,Female,5-10L,Freelancer,Graduate,Delhi,Telangana,10,Yes
1042,18-25,Other,5-10L,Business Owner,High School,Mumbai,Tamil Nadu,16,Yes
1043,46-55,Male,10-20L,Freelancer,High School,Mumbai,Delhi,39,No
1044,55+,Other,>50L,Business Owner,Doctorate,Chennai,Tamil Nadu,52,Yes
1045,18-25,Male,10-20L,Student,Post-Graduate,Bangalore,Gujarat,21,No
1046,36-45,Other,10-20L,Business Owner,High School,Bangalore,Karnataka,46,No
1047,46-55,Male,10-20L,Retired,Doctorate,Delhi,Punjab,54,No
1048,26-35,Female,5-10L,Salaried,Doctorate,Delhi,Rajasthan,28,No
1049,36-45,Other,<5L,Business Owner,Doctorate,Bangalore,Punjab,37,No
1050,18-25,Other,20-50L,Student,Graduate,Hyderabad,Tamil Nadu,2,No
1051,26-35,Other,>50L,Freelancer,Post-Graduate,Chennai,Uttar Pradesh,55,Yes
1052,18-25,Male,>50L,Business Owner,Graduate,Chennai,Telangana,39,No
1053,26-35,Female,20-50L,Professional,Post-Graduate,Bangalore,Rajasthan,22,Yes
1054,26-35,Male,5-10L,Retired,Doctorate,Hyderabad,Tamil Nadu,23,Yes
1055,36-45,Female,<5L,Business Owner,Post-Graduate,Delhi,Gujarat,24,No
1056,55+,Male,10-20L,Salaried,Graduate,Mumbai,Uttar Pradesh,24,Yes
1057,55+,Female,5-10L,Professional,Graduate,Chennai,Tamil Nadu,60,No
1058,46-55,Male,10-20L,Freelancer,High School,Chennai,Delhi,18,Yes
1059,26-35,Other,>50L,Freelancer,High School,Mumbai,Rajasthan,57,Yes
1060,46-55,Other,20-50L,Retired,Doctorate,Delhi,Karnataka,32,No
1061,46-55,Female,>50L,Student,Graduate,Hyderabad,Karnataka,55,No
1062,55+,Female,10-20L,Professional,Post-Graduate,Hyderabad,West Bengal,9,No
1063,36-45,Other,<5L,Salaried,Graduate,Mumbai,Punjab,42,No
1064,36-45,Female,5-10L,Salaried,Post-Graduate,Hyderabad,West Bengal,52,No
1065,46-55,Female,5-10L,Retired,Graduate,Mumbai,West Bengal,20,Yes
1066,36-45,Male,>50L,Business Owner,High School,Chennai,Punjab,45,No
1067,46-55,Female,<5L,Student,Doctorate,Hyderabad,Karnataka,27,Yes
1068,55+,Male,5-10L,Student,Post-Graduate,Mumbai,West Bengal,3,No
1069,55+,Male,20-50L,Student,High School,Mumbai,Rajasthan,6,No
1070,26-35,Female,<5L,Business Owner,High School,Chennai,Maharashtra,6,No
1071,55+,Male,20-50L,Business Owner,Doctorate,Bangalore,Delhi,31,Yes
1072,18-25,Male,20-50L,Freelancer,Doctorate,Mumbai,Tamil Nadu,20,No
1073,55+,Female,<5L,Student,High School,Delhi,Tamil Nadu,35,Yes
1074,46-55,Male,5-10L,Professional,Post-Graduate,Hyderabad,Telangana,27,No
1075,55+,Other,>50L,Retired,Post-Graduate,Hyderabad,Delhi,3,No
1076,18-25,Other,20-50L,Student,Doctorate,Mumbai,West Bengal,1,No
1077,26-35,Male,5-10L,Retired,Graduate,Delhi,Punjab,36,No
1078,36-45,Other,5-10L,Professional,Post-Graduate,Hyderabad,Tamil Nadu,45,No
1079,46-55,Other,20-50L,Professional,Graduate,Hyderabad,Maharashtra,14,No
1080,18-25,Male,20-50L,Business Owner,Post-Graduate,Bangalore,Punjab,40,No
1081,26-35,Male,10-20L,Student,Doctorate,Bangalore,Maharashtra,53,No
1082,26-35,Male,<5L,Freelancer,High School,Chennai,Delhi,52,Yes
1083,46-55,Male,20-50L,Student,Post-Graduate,Delhi,Maharashtra,2,No
1084,18-25,Male,20-50L,Salaried,Doctorate,Chennai,Delhi,51,Yes
1085,46-55,Female,<5L,Salaried,Post-Graduate,Delhi,Telangana,54,Yes
1086,55+,Other,>50L,Salaried,Graduate,Delhi,Delhi,15,No
