SALES_ID,SALE_DATE,STATE,CITY,CITY_TIER,MODEL,STORAGE_GB,COLOR,UNITS_SOLD,UNIT_PRICE,CHANNEL,RETAILER_ID,QUARTER,YEAR,TOTAL_REVENUE
1090,2022-03-19,Rajasthan,Jodhpur,Tier 3,iPhone 13,256,Purple,5,62107,Authorized Reseller,23,Q1,2022,310535
1091,2023-07-23,Tamil Nadu,Coimbatore,Tier 1,iPhone 14 Pro,256,Purple,2,131386,Retail Store,11,Q3,2023,262772
1092,2023-07-26,Maharashtra,Nagpur,Tier 1,iPhone 13 Pro,64,Purple,4,117172,Online,47,Q3,2023,468688
1093,2022-11-25,Maharashtra,Mumbai,Tier 3,iPhone 15 Pro Max,1024,Midnight,5,157375,Authorized Reseller,12,Q4,2022,786875
1094,2023-11-24,West Bengal,Siliguri,Tier 2,iPhone 14 Pro,256,Midnight,4,134069,Authorized Reseller,49,Q4,2023,536276
1095,2022-09-11,West Bengal,Kolkata,Tier 2,iPhone 15 Pro,128,Midnight,1,132442,Retail Store,45,Q3,2022,132442
1096,2022-12-01,Delhi,New Delhi,Tier 2,iPhone 15 Pro Max,128,Blue,1,157386,Online,45,Q4,2022,157386
1097,2022-04-09,Telangana,Hyderabad,Tier 2,iPhone 13,1024,Blue,2,62488,Authorized Reseller,5,Q2,2022,124976
1098,2023-05-07,West Bengal,Kolkata,Tier 1,iPhone 15 Pro,64,Silver,1,133779,Telecom Partner,29,Q2,2023,133779
1099,2023-06-20,Karnataka,Mysore,Tier 3,iPhone 15 Pro Max,64,Green,5,155804,Authorized Reseller,42,Q2,2023,779020
1100,2022-10-08,Karnataka,Bangalore,Tier 3,iPhone 14,1024,Purple,5,71840,Telecom Partner,4,Q4,2022,359200
1101,2022-12-09,Karnataka,Mysore,Tier 3,iPhone 15,512,Pink,5,84850,Authorized Reseller,39,Q4,2022,424250
1102,2022-09-19,Maharashtra,Pune,Tier 3,iPhone 15 Pro,128,Blue,1,133133,Online,8,Q3,2022,133133
1103,2023-02-06,Karnataka,Bangalore,Tier 3,iPhone 15 Pro Max,1024,Blue,2,161539,Retail Store,34,Q1,2023,323078
1104,2023-06-11,Tamil Nadu,Chennai,Tier 3,iPhone 15 Pro,64,Blue,3,138061,Authorized Reseller,45,Q2,2023,414183
1105,2023-08-17,Tamil Nadu,Coimbatore,Tier 1,iPhone 15 Pro Max,128,Gold,3,156815,Authorized Reseller,20,Q3,2023,470445
1106,2022-09-21,Gujarat,Surat,Tier 3,iPhone 15 Pro,128,Silver,1,134263,Authorized Reseller,33,Q3,2022,134263
1107,2022-06-29,Rajasthan,Jaipur,Tier 1,iPhone 14,128,Starlight,5,68641,Online,24,Q2,2022,343205
1108,2023-03-18,Tamil Nadu,Madurai,Tier 2,iPhone 14 Pro,512,Green,1,130356,Retail Store,12,Q1,2023,130356
1109,2023-03-21,Gujarat,Vadodara,Tier 2,iPhone 15 Pro,256,Gold,4,130506,Authorized Reseller,45,Q1,2023,522024
1110,2022-10-16,Maharashtra,Pune,Tier 2,iPhone 13 Pro,1024,Midnight,1,118213,Online,44,Q4,2022,118213
1111,2023-06-13,Telangana,Hyderabad,Tier 1,iPhone 15 Pro,1024,Pink,3,136216,Online,22,Q2,2023,408648
1112,2023-12-26,West Bengal,Kolkata,Tier 3,iPhone 14,1024,Midnight,5,72402,Authorized Reseller,13,Q4,2023,362010
1113,2023-04-30,Delhi,Gurgaon,Tier 2,iPhone 15 Pro Max,64,Midnight,3,160164,Authorized Reseller,2,Q2,2023,480492
1114,2022-06-06,Maharashtra,Pune,Tier 3,iPhone 14 Pro,512,Gold,2,126650,Online,45,Q2,2022,253300
1115,2023-03-20,Uttar Pradesh,Kanpur,Tier 3,iPhone 15 Pro Max,256,Silver,2,161369,Authorized Reseller,43,Q1,2023,322738
1116,2023-06-28,Rajasthan,Jodhpur,Tier 1,iPhone 15 Pro Max,1024,Starlight,5,163516,Retail Store,50,Q2,2023,817580
1117,2023-10-13,West Bengal,Kolkata,Tier 2,iPhone 15 Pro,1024,Silver,2,130995,Telecom Partner,25,Q4,2023,261990
1118,2022-11-05,Delhi,Gurgaon,Tier 1,iPhone 15,128,Midnight,4,77572,Online,26,Q4,2022,310288
1119,2022-08-09,Gujarat,Ahmedabad,Tier 1,iPhone 14 Pro,256,Pink,2,124988,Retail Store,1,Q3,2022,249976
1120,2022-02-18,Tamil Nadu,Chennai,Tier 1,iPhone 15 Pro Max,1024,Starlight,1,160502,Telecom Partner,46,Q1,2022,160502
1121,2022-06-06,Telangana,Hyderabad,Tier 1,iPhone 15 Pro Max,256,Starlight,4,156747,Online,16,Q2,2022,626988
1122,2022-10-14,Gujarat,Surat,Tier 2,iPhone 15 Pro,1024,Pink,1,135542,Online,17,Q4,2022,135542
1123,2023-05-23,Karnataka,Mysore,Tier 2,iPhone 14,256,Purple,2,73502,Authorized Reseller,33,Q2,2023,147004
1124,2022-10-07,Uttar Pradesh,Kanpur,Tier 2,iPhone 14,128,Green,4,71659,Authorized Reseller,31,Q4,2022,286636
1125,2022-06-24,Gujarat,Vadodara,Tier 3,iPhone 13,1024,Blue,2,57603,Retail Store,46,Q2,2022,115206
1126,2022-06-02,Karnataka,Bangalore,Tier 1,iPhone 15 Pro,256,Starlight,4,138683,Retail Store,41,Q2,2022,554732
1127,2023-11-21,Uttar Pradesh,Kanpur,Tier 1,iPhone 13,128,Starlight,4,56201,Retail Store,12,Q4,2023,224804
1128,2023-06-24,Punjab,Ludhiana,Tier 2,iPhone 13,256,Midnight,3,57463,Online,19,Q2,2023,172389
1129,2023-07-09,Karnataka,Mangalore,Tier 3,iPhone 13,128,Gold,4,62851,Online,2,Q3,2023,251404
1130,2023-08-13,Telangana,Hyderabad,Tier 2,iPhone 15 Pro Max,1024,Starlight,5,155484,Telecom Partner,38,Q3,2023,777420
1131,2023-05-03,Uttar Pradesh,Lucknow,Tier 1,iPhone 14,512,Midnight,2,66887,Retail Store,3,Q2,2023,133774
1132,2023-11-05,Gujarat,Vadodara,Tier 2,iPhone 14 Pro,64,Silver,4,132440,Telecom Partner,41,Q4,2023,529760
1133,2022-12-23,Rajasthan,Udaipur,Tier 1,iPhone 14 Pro,128,Blue,5,132025,Authorized Reseller,47,Q4,2022,660125
1134,2022-10-26,Delhi,Noida,Tier 3,iPhone 14 Pro,64,Silver,3,125743,Online,9,Q4,2022,377229
1135,2022-03-04,Gujarat,Ahmedabad,Tier 2,iPhone 14,512,Purple,5,74462,Online,48,Q1,2022,372310
1136,2023-09-27,Uttar Pradesh,Kanpur,Tier 2,iPhone 15 Pro Max,256,Green,4,163930,Retail Store,12,Q3,2023,655720
1137,2022-01-27,Karnataka,Mangalore,Tier 2,iPhone 14 Pro,1024,Starlight,5,127668,Online,7,Q1,2022,638340
1138,2022-10-05,Telangana,Hyderabad,Tier 2,iPhone 13,1024,Midnight,4,64213,Authorized Reseller,46,Q4,2022,256852
1139,2023-08-05,Delhi,New Delhi,Tier 2,iPhone 14 Pro,512,Purple,4,125798,Online,47,Q3,2023,503192
1140,2023-04-05,Maharashtra,Nagpur,Tier 1,iPhone 15 Pro Max,1024,Purple,2,157348,Online,13,Q2,2023,314696
1141,2022-06-04,Telangana,Hyderabad,Tier 1,iPhone 14 Pro,256,Starlight,4,134095,Telecom Partner,35,Q2,2022,536380
1142,2022-11-02,Gujarat,Vadodara,Tier 3,iPhone 14 Pro,1024,Purple,5,127621,Online,18,Q4,2022,638105
1143,2023-12-11,Telangana,Hyderabad,Tier 1,iPhone 15 Pro,256,Midnight,5,135121,Online,38,Q4,2023,675605
1144,2022-03-28,Karnataka,Mangalore,Tier 3,iPhone 14 Pro,256,Midnight,3,125350,Telecom Partner,20,Q1,2022,376050
1145,2023-12-02,Rajasthan,Jaipur,Tier 2,iPhone 15 Pro,1024,Blue,4,132754,Authorized Reseller,27,Q4,2023,531016
1146,2023-10-07,Maharashtra,Nagpur,Tier 2,iPhone 14,512,Purple,5,67730,Authorized Reseller,5,Q4,2023,338650
1147,2022-07-11,Karnataka,Mangalore,Tier 3,iPhone 13,1024,Starlight,5,61305,Authorized Reseller,31,Q3,2022,306525
1148,2022-07-10,Tamil Nadu,Chennai,Tier 3,iPhone 14,256,Starlight,1,71243,Authorized Reseller,28,Q3,2022,71243
1149,2022-01-22,Gujarat,Surat,Tier 2,iPhone 15 Pro,1024,Pink,1,130955,Authorized Reseller,8,Q1,2022,130955
1150,2022-08-12,Telangana,Warangal,Tier 3,iPhone 14 Pro,256,Silver,2,131842,Authorized Reseller,21,Q3,2022,263684
1151,2023-02-07,Delhi,Noida,Tier 1,iPhone 13 Pro,64,Purple,5,120913,Authorized Reseller,10,Q1,2023,604565
1152,2023-02-07,Karnataka,Mangalore,Tier 3,iPhone 14 Pro,128,Green,3,133368,Online,14,Q1,2023,400104
1153,2022-06-08,Tamil Nadu,Madurai,Tier 2,iPhone 15 Pro Max,64,Midnight,4,160089,Authorized Reseller,39,Q2,2022,640356
1154,2023-03-05,Karnataka,Mysore,Tier 3,iPhone 13,64,Pink,3,64641,Telecom Partner,43,Q1,2023,193923
1155,2022-07-15,Tamil Nadu,Chennai,Tier 2,iPhone 14 Pro,512,Green,1,134537,Telecom Partner,36,Q3,2022,134537
1156,2022-06-04,Rajasthan,Udaipur,Tier 1,iPhone 15 Pro Max,512,Green,3,157792,Online,45,Q2,2022,473376
1157,2022-12-06,Maharashtra,Nagpur,Tier 1,iPhone 13,128,Starlight,5,60033,Online,38,Q4,2022,300165
1158,2023-06-02,Rajasthan,Jaipur,Tier 2,iPhone 13 Pro,1024,Midnight,3,124124,Online,43,Q2,2023,372372
1159,2023-04-29,Gujarat,Vadodara,Tier 3,iPhone 13,64,Gold,1,58160,Authorized Reseller,49,Q2,2023,58160
1160,2022-10-01,Uttar Pradesh,Noida,Tier 2,iPhone 13,256,Green,5,54928,Online,9,Q4,2022,274640
1161,2023-12-09,Maharashtra,Pune,Tier 2,iPhone 14 Pro,64,Starlight,3,131007,Telecom Partner,50,Q4,2023,393021
1162,2022-04-25,West Bengal,Siliguri,Tier 2,iPhone 14,128,Midnight,5,67099,Authorized Reseller,50,Q2,2022,335495
1163,2022-06-19,Karnataka,Mangalore,Tier 3,iPhone 15 Pro,256,Starlight,3,139406,Telecom Partner,3,Q2,2022,418218
1164,2023-10-18,Punjab,Amritsar,Tier 2,iPhone 14,64,Silver,2,67186,Telecom Partner,50,Q4,2023,134372
1165,2023-07-10,Delhi,New Delhi,Tier 3,iPhone 13 Pro,256,Starlight,4,118987,Authorized Reseller,24,Q3,2023,475948
1166,2023-02-16,Maharashtra,Pune,Tier 2,iPhone 15 Pro Max,128,Pink,5,155424,Retail Store,40,Q1,2023,777120
1167,2023-07-19,Karnataka,Mysore,Tier 1,iPhone 13,1024,Purple,3,60717,Retail Store,10,Q3,2023,182151
1168,2023-07-24,Punjab,Ludhiana,Tier 3,iPhone 15,256,Pink,3,77035,Telecom Partner,2,Q3,2023,231105
1169,2023-12-30,Delhi,Gurgaon,Tier 3,iPhone 15,64,Green,3,80371,Online,36,Q4,2023,241113
1170,2022-04-07,Delhi,New Delhi,Tier 2,iPhone 15,256,Purple,1,75800,Retail Store,2,Q2,2022,75800
1171,2023-08-17,Maharashtra,Mumbai,Tier 2,iPhone 13 Pro,64,Pink,4,115397,Authorized Reseller,35,Q3,2023,461588
1172,2022-02-20,Gujarat,Ahmedabad,Tier 1,iPhone 15 Pro,1024,Purple,4,131905,Online,46,Q1,2022,527620
1173,2023-10-24,Tamil Nadu,Madurai,Tier 3,iPhone 15 Pro,256,Pink,4,138115,Retail Store,31,Q4,2023,552460
1174,2022-07-02,Punjab,Chandigarh,Tier 2,iPhone 14 Pro,256,Silver,5,129730,Authorized Reseller,3,Q3,2022,648650
1175,2023-10-16,Punjab,Amritsar,Tier 1,iPhone 14 Pro,256,Silver,2,130375,Telecom Partner,9,Q4,2023,260750
1176,2023-07-02,Punjab,Amritsar,Tier 2,iPhone 13 Pro,256,Gold,4,117313,Online,50,Q3,2023,469252
1177,2022-09-02,Karnataka,Mysore,Tier 3,iPhone 13 Pro,256,Silver,4,117587,Online,49,Q3,2022,470348
1178,2022-07-03,West Bengal,Kolkata,Tier 2,iPhone 15,64,Purple,1,82539,Telecom Partner,2,Q3,2022,82539
1179,2022-06-07,Punjab,Chandigarh,Tier 3,iPhone 15 Pro,512,Gold,4,130953,Telecom Partner,18,Q2,2022,523812
1180,2022-08-07,Uttar Pradesh,Kanpur,Tier 3,iPhone 14,64,Silver,2,69642,Telecom Partner,45,Q3,2022,139284
1181,2023-09-28,Maharashtra,Nagpur,Tier 1,iPhone 14 Pro,512,Green,5,128650,Online,13,Q3,2023,643250
1182,2022-02-24,Karnataka,Bangalore,Tier 2,iPhone 14,128,Green,2,66411,Retail Store,21,Q1,2022,132822
1183,2022-02-27,Maharashtra,Nagpur,Tier 1,iPhone 14 Pro,64,Purple,4,126524,Online,39,Q1,2022,506096
1184,2022-11-04,Gujarat,Surat,Tier 2,iPhone 15 Pro,256,Blue,1,130403,Telecom Partner,28,Q4,2022,130403
1185,2022-06-16,Tamil Nadu,Coimbatore,Tier 3,iPhone 15 Pro,1024,Gold,1,132054,Telecom Partner,34,Q2,2022,132054
1186,2022-04-06,Maharashtra,Pune,Tier 1,iPhone 15,256,Silver,1,77381,Retail Store,16,Q2,2022,77381
1187,2022-06-09,Gujarat,Vadodara,Tier 1,iPhone 15 Pro,256,Green,4,130971,Retail Store,42,Q2,2022,523884
1188,2023-03-07,Telangana,Warangal,Tier 3,iPhone 13,128,Pink,5,60715,Telecom Partner,8,Q1,2023,303575
1189,2023-06-19,Uttar Pradesh,Lucknow,Tier 2,iPhone 14 Pro,512,Pink,5,133345,Online,49,Q2,2023,666725
1190,2023-06-12,Maharashtra,Nagpur,Tier 3,iPhone 14 Pro,1024,Starlight,3,127408,Online,45,Q2,2023,382224
1191,2023-01-10,Gujarat,Vadodara,Tier 2,iPhone 13,64,Midnight,5,61821,Authorized Reseller,34,Q1,2023,309105
1192,2022-02-21,Uttar Pradesh,Kanpur,Tier 2,iPhone 14 Pro,256,Purple,3,131131,Telecom Partner,37,Q1,2022,393393
1193,2022-05-13,Maharashtra,Nagpur,Tier 1,iPhone 15,64,Silver,5,81547,Authorized Reseller,39,Q2,2022,407735
1194,2022-05-30,Karnataka,Mysore,Tier 1,iPhone 15,512,Silver,2,83173,Online,30,Q2,2022,166346
1195,2022-03-12,West Bengal,Siliguri,Tier 3,iPhone 15,256,Silver,3,78140,Online,4,Q1,2022,234420
1196,2022-04-24,Punjab,Ludhiana,Tier 3,iPhone 13 Pro,64,Gold,5,123416,Authorized Reseller,30,Q2,2022,617080
1197,2023-02-02,Maharashtra,Pune,Tier 3,iPhone 13,1024,Green,3,62333,Online,49,Q1,2023,186999
1198,2022-12-10,Delhi,New Delhi,Tier 2,iPhone 15,64,Silver,4,75862,Retail Store,6,Q4,2022,303448
1199,2023-10-30,Uttar Pradesh,Noida,Tier 1,iPhone 15 Pro Max,512,Pink,5,160135,Online,13,Q4,2023,800675
1200,2022-04-15,Tamil Nadu,Coimbatore,Tier 3,iPhone 15,256,Midnight,2,79604,Online,2,Q2,2022,159208
1201,2022-11-12,Delhi,Gurgaon,Tier 2,iPhone 13 Pro,256,Starlight,1,117276,Telecom Partner,34,Q4,2022,117276
1202,2022-08-19,Telangana,Warangal,Tier 2,iPhone 13 Pro,1024,Blue,4,116962,Telecom Partner,50,Q3,2022,467848
1203,2023-03-24,Tamil Nadu,Madurai,Tier 3,iPhone 15 Pro Max,256,Silver,3,159308,Retail Store,9,Q1,2023,477924
1204,2022-08-02,Rajasthan,Jaipur,Tier 3,iPhone 15,128,Silver,2,81752,Authorized Reseller,3,Q3,2022,163504
1205,2023-11-16,Maharashtra,Mumbai,Tier 2,iPhone 15,128,Pink,5,78041,Online,5,Q4,2023,390205
1206,2023-11-08,Tamil Nadu,Coimbatore,Tier 2,iPhone 15 Pro Max,1024,Blue,2,156764,Authorized Reseller,39,Q4,2023,313528
1207,2022-02-10,Telangana,Warangal,Tier 3,iPhone 13 Pro,64,Starlight,4,115990,Retail Store,39,Q1,2022,463960
1208,2023-10-07,Uttar Pradesh,Lucknow,Tier 1,iPhone 13 Pro,64,Purple,5,118144,Telecom Partner,23,Q4,2023,590720
1209,2022-03-02,Gujarat,Surat,Tier 1,iPhone 15 Pro Max,512,Blue,4,157358,Authorized Reseller,13,Q1,2022,629432
1210,2022-11-04,Maharashtra,Nagpur,Tier 1,iPhone 14 Pro,128,Blue,5,130000,Telecom Partner,33,Q4,2022,650000
1211,2022-09-07,Uttar Pradesh,Noida,Tier 1,iPhone 14 Pro,128,Gold,1,131559,Online,22,Q3,2022,131559
1212,2023-05-05,West Bengal,Siliguri,Tier 2,iPhone 15 Pro,128,Pink,2,134063,Authorized Reseller,20,Q2,2023,268126
1213,2023-01-18,Punjab,Amritsar,Tier 3,iPhone 15,1024,Midnight,3,78011,Online,24,Q1,2023,234033
1214,2023-11-10,Telangana,Hyderabad,Tier 2,iPhone 15 Pro Max,256,Purple,5,159140,Authorized Reseller,43,Q4,2023,795700
1215,2023-01-30,Delhi,Gurgaon,Tier 2,iPhone 13 Pro,128,Blue,2,121520,Authorized Reseller,37,Q1,2023,243040
1216,2022-01-19,Tamil Nadu,Madurai,Tier 1,iPhone 15 Pro,512,Blue,2,135773,Retail Store,27,Q1,2022,271546
1217,2023-01-01,Maharashtra,Nagpur,Tier 1,iPhone 14,512,Silver,3,68157,Telecom Partner,48,Q1,2023,204471
1218,2022-04-17,Telangana,Warangal,Tier 3,iPhone 14,256,Midnight,2,72948,Authorized Reseller,42,Q2,2022,145896
1219,2023-08-22,Telangana,Hyderabad,Tier 2,iPhone 15,256,Blue,3,75121,Online,4,Q3,2023,225363
1220,2022-04-16,Delhi,New Delhi,Tier 1,iPhone 14 Pro,128,Gold,5,132694,Retail Store,15,Q2,2022,663470
1221,2022-06-05,Rajasthan,Udaipur,Tier 3,iPhone 13 Pro,256,Midnight,1,120929,Online,14,Q2,2022,120929
1222,2022-10-07,Uttar Pradesh,Noida,Tier 1,iPhone 15 Pro,64,Green,4,131360,Authorized Reseller,43,Q4,2022,525440
1223,2023-05-01,Uttar Pradesh,Noida,Tier 1,iPhone 15 Pro Max,512,Pink,5,158511,Telecom Partner,27,Q2,2023,792555
1224,2022-04-23,Telangana,Hyderabad,Tier 1,iPhone 15 Pro,256,Blue,5,133126,Online,31,Q2,2022,665630
1225,2023-11-28,Rajasthan,Udaipur,Tier 1,iPhone 13 Pro,128,Gold,5,118769,Online,45,Q4,2023,593845
1226,2022-06-28,West Bengal,Siliguri,Tier 1,iPhone 15 Pro Max,128,Midnight,2,158176,Telecom Partner,13,Q2,2022,316352
1227,2022-10-15,West Bengal,Siliguri,Tier 1,iPhone 15 Pro,1024,Blue,1,135563,Authorized Reseller,17,Q4,2022,135563
1228,2023-05-05,Telangana,Warangal,Tier 3,iPhone 15 Pro,128,Gold,4,131853,Telecom Partner,37,Q2,2023,527412
1229,2022-11-09,Tamil Nadu,Chennai,Tier 3,iPhone 15,512,Silver,5,84643,Telecom Partner,48,Q4,2022,423215
1230,2022-01-08,Punjab,Chandigarh,Tier 3,iPhone 15 Pro Max,1024,Starlight,2,161077,Retail Store,30,Q1,2022,322154
1231,2022-05-04,Tamil Nadu,Coimbatore,Tier 3,iPhone 13 Pro,512,Purple,2,121533,Authorized Reseller,41,Q2,2022,243066
1232,2023-02-03,Tamil Nadu,Coimbatore,Tier 1,iPhone 14,128,Midnight,5,68620,Retail Store,2,Q1,2023,343100
1233,2022-02-28,Maharashtra,Mumbai,Tier 2,iPhone 14 Pro,1024,Purple,3,128535,Retail Store,22,Q1,2022,385605
1234,2023-09-11,Tamil Nadu,Coimbatore,Tier 3,iPhone 13 Pro,256,Purple,4,117351,Telecom Partner,4,Q3,2023,469404
1235,2022-12-25,Maharashtra,Mumbai,Tier 2,iPhone 13,128,Blue,3,58914,Authorized Reseller,44,Q4,2022,176742
1236,2023-07-17,Uttar Pradesh,Lucknow,Tier 3,iPhone 13,256,Silver,4,59135,Telecom Partner,16,Q3,2023,236540
1237,2023-08-13,Tamil Nadu,Coimbatore,Tier 3,iPhone 13 Pro,512,Midnight,1,122140,Retail Store,46,Q3,2023,122140
1238,2023-10-20,Tamil Nadu,Madurai,Tier 2,iPhone 13 Pro,64,Starlight,1,123739,Online,37,Q4,2023,123739
1239,2023-01-10,Punjab,Chandigarh,Tier 1,iPhone 15 Pro,256,Purple,3,132887,Telecom Partner,38,Q1,2023,398661
1240,2023-11-25,Rajasthan,Udaipur,Tier 2,iPhone 13,128,Purple,2,59297,Retail Store,40,Q4,2023,118594
1241,2022-12-25,Punjab,Ludhiana,Tier 1,iPhone 14 Pro,256,Gold,3,130823,Online,44,Q4,2022,392469
1242,2023-10-16,Gujarat,Ahmedabad,Tier 3,iPhone 13 Pro,256,Green,2,120367,Authorized Reseller,23,Q4,2023,240734
1243,2022-12-23,Telangana,Warangal,Tier 1,iPhone 13,1024,Gold,3,60136,Telecom Partner,13,Q4,2022,180408
1244,2023-04-01,Karnataka,Mysore,Tier 2,iPhone 13,1024,Green,5,57500,Authorized Reseller,37,Q2,2023,287500
1245,2022-10-29,Uttar Pradesh,Kanpur,Tier 1,iPhone 13 Pro,512,Midnight,4,122633,Authorized Reseller,32,Q4,2022,490532
1246,2022-04-19,Gujarat,Surat,Tier 1,iPhone 15 Pro,256,Green,4,131395,Retail Store,20,Q2,2022,525580
1247,2022-10-06,West Bengal,Kolkata,Tier 3,iPhone 14 Pro,128,Green,1,131621,Authorized Reseller,36,Q4,2022,131621
1248,2022-07-21,Uttar Pradesh,Lucknow,Tier 1,iPhone 15 Pro Max,1024,Green,3,157361,Retail Store,34,Q3,2022,472083
1249,2022-04-05,Uttar Pradesh,Kanpur,Tier 1,iPhone 14 Pro,256,Blue,1,133302,Online,1,Q2,2022,133302
1250,2022-02-26,Gujarat,Surat,Tier 1,iPhone 15 Pro,512,Silver,1,137625,Authorized Reseller,39,Q1,2022,137625
1251,2022-02-15,Delhi,Gurgaon,Tier 1,iPhone 15,512,Purple,2,76490,Retail Store,6,Q1,2022,152980
1252,2022-03-02,Gujarat,Surat,Tier 3,iPhone 13,64,Silver,1,54963,Telecom Partner,38,Q1,2022,54963
1253,2022-06-14,Delhi,Gurgaon,Tier 1,iPhone 15,128,Gold,3,76619,Telecom Partner,37,Q2,2022,229857
1254,2022-12-21,Gujarat,Vadodara,Tier 1,iPhone 14 Pro,256,Midnight,2,125990,Authorized Reseller,34,Q4,2022,251980
1255,2022-04-06,Karnataka,Bangalore,Tier 2,iPhone 13 Pro,128,Starlight,4,118704,Retail Store,24,Q2,2022,474816
1256,2023-01-07,Punjab,Chandigarh,Tier 1,iPhone 13,64,Pink,3,61469,Authorized Reseller,8,Q1,2023,184407
1257,2023-07-09,Uttar Pradesh,Kanpur,Tier 1,iPhone 13,128,Green,3,59286,Authorized Reseller,47,Q3,2023,177858
1258,2023-07-07,West Bengal,Siliguri,Tier 1,iPhone 13 Pro,512,Gold,5,121043,Retail Store,8,Q3,2023,605215
1259,2023-08-31,Karnataka,Bangalore,Tier 3,iPhone 15,1024,Pink,2,80196,Retail Store,42,Q3,2023,160392
1260,2023-07-24,Telangana,Warangal,Tier 3,iPhone 14,64,Gold,5,70834,Retail Store,22,Q3,2023,354170
1261,2023-03-20,West Bengal,Kolkata,Tier 1,iPhone 15,512,Midnight,5,79718,Authorized Reseller,32,Q1,2023,398590
1262,2023-02-16,Tamil Nadu,Madurai,Tier 2,iPhone 15,1024,Green,4,78924,Telecom Partner,13,Q1,2023,315696
1263,2022-10-05,Tamil Nadu,Coimbatore,Tier 2,iPhone 15,64,Purple,1,79530,Online,34,Q4,2022,79530
1264,2023-07-29,Uttar Pradesh,Lucknow,Tier 2,iPhone 14,128,Silver,5,66078,Authorized Reseller,10,Q3,2023,330390
1265,2022-06-16,Rajasthan,Udaipur,Tier 3,iPhone 14 Pro,1024,Green,4,129454,Online,2,Q2,2022,517816
1266,2022-12-02,Gujarat,Vadodara,Tier 1,iPhone 14,256,Starlight,1,69730,Online,22,Q4,2022,69730
1267,2023-08-24,Karnataka,Mangalore,Tier 3,iPhone 14,512,Gold,2,70526,Retail Store,50,Q3,2023,141052
1268,2022-03-14,Rajasthan,Jodhpur,Tier 2,iPhone 14,128,Green,4,69708,Authorized Reseller,31,Q1,2022,278832
1269,2022-12-08,Tamil Nadu,Madurai,Tier 1,iPhone 14,1024,Purple,2,67925,Online,5,Q4,2022,135850
1270,2022-10-24,Punjab,Ludhiana,Tier 2,iPhone 13,512,Green,4,59572,Online,30,Q4,2022,238288
1271,2022-01-28,Rajasthan,Udaipur,Tier 1,iPhone 15 Pro Max,256,Green,1,157283,Online,27,Q1,2022,157283
1272,2022-07-15,Delhi,New Delhi,Tier 2,iPhone 15 Pro Max,256,Purple,1,155254,Authorized Reseller,48,Q3,2022,155254
1273,2022-04-14,Karnataka,Bangalore,Tier 1,iPhone 14,64,Pink,4,74535,Retail Store,43,Q2,2022,298140
1274,2022-01-02,Gujarat,Vadodara,Tier 3,iPhone 14,512,Purple,2,73428,Telecom Partner,27,Q1,2022,146856
1275,2023-06-13,Karnataka,Mysore,Tier 2,iPhone 15,128,Starlight,2,79607,Online,12,Q2,2023,159214
1276,2022-10-02,Tamil Nadu,Coimbatore,Tier 3,iPhone 13 Pro,1024,Pink,2,118811,Telecom Partner,50,Q4,2022,237622
1277,2022-07-29,West Bengal,Siliguri,Tier 3,iPhone 13,1024,Gold,1,62019,Authorized Reseller,9,Q3,2022,62019
1278,2023-04-18,West Bengal,Siliguri,Tier 1,iPhone 15 Pro Max,128,Silver,3,163850,Telecom Partner,28,Q2,2023,491550
1279,2022-01-05,Gujarat,Surat,Tier 2,iPhone 15 Pro,256,Blue,3,132655,Retail Store,14,Q1,2022,397965
1280,2022-07-12,West Bengal,Kolkata,Tier 1,iPhone 15,128,Pink,1,78847,Online,26,Q3,2022,78847
1281,2022-03-15,Delhi,Gurgaon,Tier 1,iPhone 13,512,Starlight,4,64078,Telecom Partner,46,Q1,2022,256312
1282,2022-01-01,Karnataka,Mysore,Tier 1,iPhone 13,64,Starlight,4,57039,Retail Store,14,Q1,2022,228156
1283,2022-03-22,Uttar Pradesh,Noida,Tier 1,iPhone 15 Pro,256,Blue,3,137638,Retail Store,39,Q1,2022,412914
1284,2022-09-15,Karnataka,Mysore,Tier 3,iPhone 15 Pro Max,1024,Midnight,5,157001,Authorized Reseller,17,Q3,2022,785005
1285,2023-10-13,Rajasthan,Jaipur,Tier 2,iPhone 14 Pro,256,Starlight,2,127827,Telecom Partner,24,Q4,2023,255654
1286,2022-01-19,Uttar Pradesh,Lucknow,Tier 1,iPhone 13 Pro,512,Pink,4,124299,Retail Store,14,Q1,2022,497196
1287,2022-09-03,West Bengal,Siliguri,Tier 3,iPhone 14,512,Purple,1,71445,Telecom Partner,34,Q3,2022,71445
1288,2022-03-02,Telangana,Hyderabad,Tier 3,iPhone 13,1024,Pink,5,59486,Authorized Reseller,14,Q1,2022,297430
1289,2022-06-19,Karnataka,Mangalore,Tier 1,iPhone 15 Pro,64,Purple,3,136045,Telecom Partner,1,Q2,2022,408135
1290,2022-09-02,Punjab,Ludhiana,Tier 2,iPhone 14 Pro,256,Midnight,2,129173,Online,13,Q3,2022,258346
1291,2023-01-16,Punjab,Chandigarh,Tier 1,iPhone 15,1024,Starlight,5,79272,Online,22,Q1,2023,396360
1292,2023-11-27,Uttar Pradesh,Kanpur,Tier 3,iPhone 15,1024,Pink,2,83771,Authorized Reseller,48,Q4,2023,167542
